Case_Number,Date_Filed,Offense_Date,Violation_List_Dispositions,Bindover Description,Bindover Date
23M03582,6/12/23,6/12/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/29/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/29/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/29/2023",,
23M03598,6/13/23,6/13/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 09/29/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/29/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/29/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/29/2023",,
23CR03308,6/14/23,6/9/23,"18-3-206(1)(a) FELONY MENACING-REAL/SIMULATED WEAPON - CLASS 5 FELONY -
18-9-116.5 VEHICULAR ELUDING                             - CLASS 5 FELONY -
42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -",BOUND OVER TO DISTRICT COURT,6/26/23
23M03636,6/14/23,6/14/23,"18-12-106(1)(d) POSSESS GUN - UNDER INFLUENCE - CLASS 1 MISDEMEANOR - DISMISSED 11/20/2023
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 11/20/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/20/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/20/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/20/2023
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/20/2023",,
23CR03206,6/16/23,6/6/23,"18-18-403.5(1),(2)(a) CONTROLLED SUB-POSS &gt;4 G SCH 1/2 - DRUGS FELONY 4 -
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -",BND OVER DC NO PH ENTITLEMENT,6/22/23
23M03643,6/16/23,6/16/23,"42-3-203(3)(a) LICENSE PLATES-EXPIRED TEMP PERMIT - CLASS B TRAFFIC INFRACTION - DISMISSED 01/26/2024
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 01/26/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/26/2024
42-4-215 SIGNAL LAMP VIOLATION - CLASS B TRAFFIC INFRACTION - DISMISSED 01/26/2024",,
23M03652,6/16/23,6/16/23,"18-6-401(1),(7)(b)(II) CHILD ABUSE-NEGLIGENCE-NO INJURY - CLASS 2 MISDEMEANOR - GUILTY/AMENDED 07/28/2023
42-4-1301(1)(a) DUI-DRUGS-3+ PRIOR CONVICTIONS - CLASS 4 FELONY - GUILTY/AMENDED 07/28/2023
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/28/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/28/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 07/28/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/28/2023
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/28/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/28/2023",,
23M03658,6/17/23,6/16/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 10/23/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/23/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/23/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/23/2023",,
23M03659,6/17/23,6/17/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-3-121(1)(a) REGISTRATION-UNREGISTERED VEHICLE - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
23M03660,6/17/23,6/17/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 05/03/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 05/03/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 05/03/2024",,
23M03661,6/17/23,6/17/23,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 01/22/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/22/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 01/22/2024
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION - DISMISSED 01/22/2024",,
23M03662,6/17/23,6/17/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/18/2023
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 12/18/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/18/2023
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 12/18/2023",,
23M03667,6/17/23,6/17/23,"42-2-206(1)(b) AGGRAVATED DRIVING W/ REVOKED LICENSE  - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/17/2023
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/17/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/17/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/17/2023
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/17/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/17/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/17/2023",,
23M03670,6/17/23,6/17/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 09/06/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/06/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 09/06/2024
42-4-703(3) STOP SIGN-FAIL TO STOP - CLASS A TRAFFIC INFRACTION - DISMISSED 09/06/2024",,
23M03671,6/18/23,6/17/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/05/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/05/2023
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/05/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/05/2023",,
23M03677,6/18/23,6/18/23,"42-2-132.5(10)(a) DRIVER'S LICENSE-EVADE INTERLOCK - CLASS 1 TRAFFIC OFFENSE - DISMISSED 06/24/2024
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 06/24/2024
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 06/24/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 06/24/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 06/24/2024",,
23M03697,6/18/23,6/18/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 11/21/2023
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/21/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/21/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/21/2023
42-4-603 FAIL OBEY TRAFFIC CONTROL DEVICE - CLASS A TRAFFIC INFRACTION - DISMISSED 11/21/2023",,
23M03704,6/19/23,6/19/23,42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -,,
23M03746,6/20/23,6/20/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 11/03/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/03/2023
42-4-1301(1)(a), 42-4-1307(5)(b) DWAI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 11/03/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/03/2023
42-4-225(1) MUFFLER-LOUD - CLASS B TRAFFIC INFRACTION - DISMISSED 11/03/2023
42-4-903 TURNING W/OUT SIGNALING                       - CLASS A TRAFFIC INFRACTION - DISMISSED 11/03/2023
42-6-140 MOTOR VEH-FAIL REGIST BECOMING RESIDENT - PETTY OFFENSE - DISMISSED 11/03/2023",,
23CR03205,6/21/23,6/5/23,"18-3-203(1)(c) ASSAULT 2-PEACE OFFICER                       - CLASS 4 FELONY -
18-3-203(1)(f) ASSAULT 2-IN CUSTODY/PEACE OFFICER  - CLASS 4 FELONY -
18-3-203(1)(f.5) ASSAULT 2-IN JAIL/BODILY FLUIDS               - CLASS 4 FELONY -
18-8-103 RESISTING ARREST - CLASS 2 MISDEMEANOR -
18-8-104(1)(a) OBSTRUCTING A PEACE OFFICER - CLASS 2 MISDEMEANOR -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",BOUND OVER DC - PRELIM. WAIVED,11/15/23
23CR03432,6/21/23,5/6/23,"18-3-205(1)(b) VEHICULAR ASSAULT-DUI                         - CLASS 4 FELONY -
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1008(1) FOLLOWING TOO CLOSELY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE -
42-4-701 FAIL TO YIELD RIGHT OF WAY/INTERSECTION       - CLASS A TRAFFIC INFRACTION -",BND OVER DC NO PH ENTITLEMENT,7/26/23
23CR03471,6/22/23,6/18/23,"18-6-401(1),(7)(b)(I) CHILD ABUSE-KNOWINGLY/RECKLESS-NO INJURY      - CLASS 2 MISDEMEANOR -
42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",BOUND OVER TO DISTRICT COURT,7/5/23
23M03776,6/22/23,6/21/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 12/06/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/06/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 12/06/2023",,
23M03796,6/23/23,6/22/23,"42-4-1006(1) WRONG WAY ON 1-WAY STREET                     - CLASS A TRAFFIC INFRACTION - DISMISSED 03/01/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 03/01/2024
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY 03/01/2024",,
23M03821,6/24/23,6/24/23,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 01/26/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 01/26/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 01/26/2024
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION - DISMISSED 01/26/2024",,
23M03826,6/24/23,6/24/23,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/05/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 12/05/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/05/2023",,
23M03830,6/24/23,6/24/23,"18-6-401(1)(a),(7)(a)(V) CHILD ABUSE-KNOWING/RECKLESS-BODILY INJ       - CLASS 1 MISDEMEANOR - DISMISSED 07/25/2023
42-2-101(3) DRIVER'S LICENSE-NOT ON PERSON - CLASS B TRAFFIC INFRACTION - DISMISSED 07/25/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 07/25/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 07/25/2023
42-4-702 FAIL TO YIELD RIGHT OF WAY/LEFT TURN          - CLASS A TRAFFIC INFRACTION - DISMISSED 07/25/2023",,
23M03833,6/25/23,6/24/23,"18-6-401(1),(7)(b)(I) CHILD ABUSE-KNOWINGLY/RECKLESS-NO INJURY      - CLASS 2 MISDEMEANOR - DISMISSED 10/16/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/16/2023
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY 10/16/2023",,
23M03834,6/25/23,6/25/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/05/2023
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR - GUILTY/AMENDED 12/05/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/05/2023",,
23M03836,6/25/23,6/25/23,"42-4-1006(1) WRONG WAY ON 1-WAY STREET                     - CLASS A TRAFFIC INFRACTION - DISMISSED 11/17/2023
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 11/17/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/17/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/17/2023
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/17/2023",,
23M03839,6/25/23,6/25/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 10/16/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/16/2023",,
23M03841,6/25/23,6/25/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 12/22/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/22/2023",,
23M03847,6/25/23,6/25/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 03/18/2024
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 03/18/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 03/18/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 03/18/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 03/18/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 03/18/2024
42-4-603 FAIL OBEY TRAFFIC CONTROL DEVICE - CLASS A TRAFFIC INFRACTION - DISMISSED 03/18/2024",,
23M03848,6/25/23,6/25/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/17/2023
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY/AMENDED 11/17/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/17/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 11/17/2023",,
23CR03313,6/26/23,6/9/23,"18-3-205(1)(b) VEHICULAR ASSAULT-DUI                         - CLASS 4 FELONY -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE -",BND OVER DC NO PH ENTITLEMENT,8/2/23
23M03856,6/26/23,6/26/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 12/04/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 12/04/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/04/2023",,
23M03880,6/26/23,6/26/23,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/01/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/01/2023
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR - GUILTY/AMENDED 12/01/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/01/2023
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 12/01/2023",,
23CR03388,6/27/23,6/13/23,"42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1301(1)(b) DWAI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -",BOUND OVER TO DISTRICT COURT,6/28/23
23M03882,6/27/23,6/27/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 12/11/2023
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/11/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 12/11/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/11/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/11/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/11/2023",,
23M03900,6/27/23,6/27/23,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 12/04/2023
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/04/2023
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 12/04/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/04/2023",,
23M03925,6/28/23,6/28/23,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/08/2023
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 09/08/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 09/08/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 09/08/2023
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/08/2023
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/08/2023",,
23M03939,6/29/23,6/28/23,"42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION - DISMISSED 11/07/2023
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 11/07/2023",,
23M03949,6/29/23,6/24/23,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -",,
23M03971,6/30/23,6/29/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 12/15/2023
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 12/15/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 12/15/2023
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 12/15/2023",,
23M03985,6/30/23,6/30/23,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 06/24/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - GUILTY 06/24/2024",,
23M03989,6/30/23,6/30/23,"18-12-106(1)(d) POSSESS GUN - UNDER INFLUENCE - CLASS 1 MISDEMEANOR -
42-2-206(1)(a) DRIVING AFTER REVOCATION PROHIBITED  - CLASS 2 TRAFFIC OFFENSE -
42-3-121(1)(c) REGISTRATION-MISUSE OF PLATES - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -",,
23M03993,7/1/23,6/30/20,"42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY 11/27/2023
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/27/2023
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 11/27/2023",,
23M03995,7/1/23,7/1/23,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 11/20/2023
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 11/20/2023
42-4-603 FAIL OBEY TRAFFIC CONTROL DEVICE - CLASS A TRAFFIC INFRACTION - DISMISSED 11/20/2023",,
23M03997,7/1/23,7/1/23,"42-2-101(3) DRIVER'S LICENSE-NOT ON PERSON - CLASS B TRAFFIC INFRACTION - DISMISSED 11/16/2023
42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION - DISMISSED 11/16/2023
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR - GUILTY 11/16/2023",,
